foria,foria_justificacion,recorte_id,experienciador,tipo_emocion,dominancia,dominancia_justificacion,intensidad,intensidad_justificacion,fuente,tipo_fuente,fuente_justificacion
Afórico,"El respeto se caracteriza por una valoración positiva sin la intensidad de alegría o entusiasmo, por lo que se clasifica como afórico.",DISCURSO_048_FR_027,Presidente Javier Milei,respet,Cognoscitiva,"El sentimiento de respeto se manifiesta principalmente a través de juicios y evaluaciones verbales (la referencia a la batalla de Caseros como lugar de conmemoración), sin indicios de manifestaciones corporales o gestos. Por lo tanto, la dominancia de la emoción identificada es cognoscitiva.",Baja,"El enunciado muestra respeto sin usar adjetivos o verbos intensos; la expresión es formal y moderada, indicando una emoción leve.",batalla de Caseros,situacion,"El sentimiento de respeto se origina al referirse a la batalla de Caseros, un evento histórico significativo, y a sus protagonistas, lo que constituye una situación que provoca la emoción."
Ambifórico,"La nostalgia suele combinar sentimientos de añoranza y melancolía con recuerdos positivos del pasado, generando una tonalidad emocional mixta que incluye tanto elementos positivos (la valoración del recuerdo) como negativos (el dolor de la pérdida). Por ello se clasifica como ambifórico.",DISCURSO_048_FR_027,Público general argentino (paradestinatario),nostalgia,Cognoscitiva,"La frase evoca un recuerdo histórico y una valoración sentimental del pasado, lo que implica juicios y evaluaciones mentales sobre el significado de la batalla de Caseros y su relevancia para la audiencia. No se menciona manifestaciones físicas ni sensaciones corporales, por lo que la dominancia se identifica como cognoscitiva.",Baja,"El discurso menciona un hecho histórico de 172 años sin usar adjetivos o verbos que intensifiquen la emoción. La referencia a la batalla de Caseros se presenta de forma factual y con un tono neutro, lo que sugiere una nostalgia leve y no intensamente expresada.",la batalla de Caseros,situacion,"La nostalgia se desencadena al recordar el evento histórico de la batalla de Caseros que ocurrió hace 172 años, evocando recuerdos y sentimientos de pasado."
Eufórico,"El discurso evoca un sentimiento de orgullo nacional al recordar la batalla de Caseros, un hito histórico que genera alegría y satisfacción en la audiencia. La referencia a un logro pasado y la celebración de la identidad argentina se alinean con la tonalidad positiva y entusiasta caracterizada por la emoción eufórica.",DISCURSO_048_FR_027,Público general argentino (paradestinatario),orgullo,Cognoscitiva,"El discurso hace referencia a la batalla de Caseros, un hito histórico que invita a la audiencia a valorar su significado nacional. La emoción de orgullo se manifiesta principalmente a través de juicios y evaluaciones mentales sobre la identidad y la historia del país, sin mencionar manifestaciones físicas explícitas. Por lo tanto, la dominancia se interpreta como cognoscitiva.",Alta,"El discurso alude a la batalla de Caseros, un hito histórico de gran relevancia nacional, y menciona que ocurrió hace 172 años, lo que provoca una fuerte resonancia emocional en la audiencia argentina. La referencia a un evento tan emblemático y la invitación a recordar su importancia generan un sentimiento de orgullo intenso y palpable.",la batalla de Caseros,situacion,"El discurso menciona la batalla de Caseros, un hito histórico nacional que sirve como evento externo que provoca orgullo en la audiencia."
aforico,"La emoción de reverencia expresa un respeto solemne y admisión hacia un sitio histórico, sin la tonalidad de alegría intensa ni de malestar. Se trata de una valoración positiva pero neutra en cuanto a intensidad emocional, por lo que se clasifica como afórico.",DISCURSO_048_FR_027,Público general argentino (paradestinatario),reverencia,Cognoscitiva,"La reverencia se manifiesta principalmente a través de juicios y evaluaciones cognitivas sobre el significado histórico del lugar y la importancia de la batalla de Caseros. El discurso invita al público a reflexionar sobre el pasado y a valorar el sitio, lo que indica una dominancia cognoscitiva de la emoción.",Alta,"La referencia al sitio histórico y la mención de la batalla de Caseros hace 172 años evocan un sentimiento de reverencia profundo y respetuoso, lo que sugiere una intensidad alta.",la batalla de Caseros,situacion,"La referencia al evento histórico de la batalla de Caseros, ocurrido hace 172 años, genera reverencia en el público al recordar la importancia y el legado de ese acontecimiento."
Disfórico,"La emoción identificada es indignación, la cual se caracteriza por un tono negativo y de malestar ante la acusación de ""tiranía rosista"". Según las heurísticas, las emociones negativas como la indignación se clasifican como disfórico.",DISCURSO_048_FR_028,Oposición política (la casta política) (contradestinatario),indignación,Cognoscitiva,"La indignación expresada al etiquetar a la oposición como ""tiranía rosista"" se basa principalmente en juicios morales y evaluaciones críticas. No se menciona ninguna manifestación física, gesto o sensación corporal asociada a la emoción; el foco está en la valoración negativa y la crítica ética, lo que indica una dominancia cognoscitiva.",Alta,"El discurso utiliza un insulto fuerte al denominar a la oposición como ""tiranía rosista"", lo cual provoca una reacción de indignación intensa. La acusación directa y la carga negativa del término generan una emoción de alta intensidad, sin matices de moderación o ambivalencia.","el orador que etiqueta a la oposición como ""tiranía rosista""",actor,"El origen de la indignación es la acusación explícita del orador de que la oposición constituye una ""tiranía rosista"", lo cual constituye una acción de etiquetado dirigida a la oposición y provoca la emoción de indignación en los receptores."
Ambifórico,"El discurso presenta una mezcla de tonalidades: la emoción de determinación es positiva y motivadora, pero se expresa en el contexto de una lucha contra la tiranía, lo que introduce un matiz negativo. Por lo tanto, la emoción se caracteriza por una combinación de tonalidades positiva y negativa, lo que la clasifica como ambifórica.",DISCURSO_048_FR_028,Partido político de Javier Milei y su base electoral (prodestinatario),determinación,cognoscitiva,"La emoción de determinación se manifiesta principalmente a través de juicios y evaluaciones mentales, como la decisión de ""estar a la altura"" y ""prevalecer"" frente a la tiranía. El discurso enfatiza la voluntad y el compromiso intelectual de los camaradas, lo que indica una dominancia cognoscitiva.",Alta,"El discurso utiliza verbos imperativos y expresiones de urgencia como ""tuvieron que estar a la altura"" y ""prevalecer"", junto con un llamado histórico y la referencia a la ""tiranía rosista"", lo que sugiere una exhortación intensa y motivadora que busca generar una fuerte determinación entre los oyentes.",llamado histórico,situacion,"El llamado histórico a la acción frente a la tiranía rosista constituye un evento externo que motiva a los camaradas a estar a la altura y prevalecer, generando así la emoción de determinación."
Eufórico,"El discurso motiva a los camaradas a actuar con entusiasmo y determinación frente a la tiranía, expresando un tono positivo y de inspiración que se alinea con la definición de emoción eufórica.",DISCURSO_048_FR_028,Partido político de Javier Milei y su base electoral (prodestinatario),motivación,Cognoscitiva,"El discurso motiva a los camaradas a reconocer la importancia histórica del llamado y a actuar contra la tiranía rosista, lo cual implica juicios, evaluaciones y pensamientos de compromiso y propósito, característicos de la dominancia cognoscitiva.",Alta,"El discurso utiliza un lenguaje fuerte y evocador, con expresiones como ""llamado histórico"" y ""prevalecer contra la tiranía rosista"", que buscan inspirar y movilizar a los oyentes. La combinación de imperativos y la referencia a una causa trascendental indica una emoción motivacional de alta intensidad.",un llamado histórico,situacion,El llamado histórico a prevalecer contra la tiranía rosista actúa como un evento que impulsa la motivación de los miembros del partido y su base electoral.
euforico,"El discurso alogia a los camaradas de armas y los llama a estar a la altura de un llamado histórico, generando orgullo, una emoción positiva y de satisfacción. La tonalidad afectiva es de entusiasmo y orgullo, por lo que se clasifica como eufórico.",DISCURSO_048_FR_028,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo,Cognoscitiva,"El discurso alogia a los camaradas de armas y los llama a estar a la altura de un llamado histórico, lo que implica una evaluación positiva y un reconocimiento de la capacidad y el valor del grupo. No se mencionan manifestaciones físicas o sensaciones corporales, por lo que la emoción de orgullo se manifiesta principalmente a través de juicios y evaluaciones cognitivas.",Alta,"El discurso utiliza un lenguaje exaltador y motivador, llamando a los camaradas a estar a la altura de un ""llamado histórico"" y a prevalecer contra la ""tiranía rosista"", lo que sugiere una expresión fuerte de orgullo y una intención de inspirar orgullo intenso en la audiencia.",prevalecer contra la tiranía rosista,situacion,"La emoción de orgullo se desencadena por la acción concreta de los camaradas de armas al prevalecer contra la tiranía rosista, un evento histórico que constituye la situación que provoca la emoción."
euforico,"La frase ""prevalecer contra la tiranía rosista"" expresa una firme intención y voluntad de vencer, lo que refleja un tono positivo de entusiasmo y determinación. Este carácter positivo se alinea con la categoría eufórica, que engloba emociones de alegría, entusiasmo o satisfacción, aunque en este caso la emoción sea la determinación activa de superar una adversidad.",DISCURSO_048_FR_028,Presidente Javier Milei,determinación,cognoscitiva,"La frase expresa una firme intención y voluntad de vencer, reflejando juicios y evaluaciones de la situación (prevalecer contra la tiranía rosista). Aunque implica acción, la predominancia se centra en el aspecto cognitivo de la determinación, es decir, la decisión y el compromiso mental del orador.",Alta,"La frase emplea verbos de acción contundentes como ""prevalecer"" y un llamado directo a la acción frente a la ""tiranía rosista"", lo que indica una intención firme y activa. El contexto político y la referencia a un ""llamado histórico"" refuerzan la fuerza del mensaje, caracterizando una determinación con alta intensidad.",tiranía rosista,situacion,"La determinación del orador se desencadena por la presencia de la ""tiranía rosista"", una situación adversa que exige superar y prevalecer, motivando así la firme intención expresada."
Disfórico,"La indignación es una emoción negativa que expresa descontento, enojo y rechazo ante una injusticia. En el discurso se critica la ""tiranía rosista"", lo que indica un tono de malestar y desagrado, característico de la polaridad disfórica.",DISCURSO_048_FR_028,Presidente Javier Milei,indignación,cognoscitiva,"La indignación expresada por el presidente se fundamenta en juicios y evaluaciones sobre la injusticia de la ""tiranía rosista"", sin indicios de manifestaciones corporales o sensaciones físicas. Por lo tanto, la dominancia de la emoción es cognoscitiva.",Alta,"El discurso emplea un lenguaje fuerte y directo al referirse a la ""tiranía rosista"", una acusación explícita y cargada de moralidad. La frase invita a los camaradas a responder a un llamado histórico y a prevalecer contra dicha tiranía, lo que implica una postura crítica y de rechazo contundente. La combinación de la acusación de tiranía con la exhortación a la acción sugiere una indignación intensa y no simplemente leve o ambivalente.",tiranía rosista,actor,"El enunciador expresa indignación al referirse a la ""tiranía rosista"", señalando la acción de un grupo político (los Rosistas) como causa de la injusticia."
euforico,"El enunciador expresa orgullo y satisfacción por la misión cumplida, lo que indica un tono positivo y alegre, característico de una emoción eufórica.",DISCURSO_048_FR_028,Presidente Javier Milei,orgullo,Cognoscitiva,"El discurso enfatiza la valoración mental de la actuación de los camaradas, al referirse a un ""llamado histórico"" y a la necesidad de ""estar a la altura"" y ""prevalecer"". Estas expresiones reflejan juicios de mérito y logro, típicos de la dominancia cognoscitiva, más que manifestaciones físicas explícitas.",Alta,"El enunciador utiliza expresiones como ""llamado histórico"" y la exhortación a ""prevalecer contra la tiranía rosista"", lo que indica un orgullo fuerte y enfático por la misión y la capacidad de los oficiales. La carga retórica y la referencia a la altura de la tarea sugieren una emoción intensamente expresada, por lo que se clasifica como alta.",llamado histórico,situacion,"El orgullo se origina en la situación del llamado histórico y la necesidad de prevalecer contra la tiranía rosista, lo que genera un sentimiento de orgullo por la misión y la capacidad de los oficiales."
Eufórico,"La emoción de esperanza se asocia con un tono positivo y optimista, por lo que se clasifica como eufórico.",DISCURSO_048_FR_028,Público general argentino (paradestinatario),esperanza,Cognoscitiva,"La emoción de esperanza se manifiesta principalmente a través de juicios y evaluaciones sobre el futuro, como la expectativa de prevalecer contra la tiranía rosista. El discurso invita a creer en un resultado positivo, lo que indica una dominancia cognoscitiva.",Alta,"El discurso utiliza un lenguaje fuerte y motivador, con verbos como ""prevalecer"" y la referencia a un ""llamado histórico"", lo que sugiere una expresión intensa de esperanza y determinación. La combinación de un llamado a la acción y la promesa de superar la tiranía rosista indica una emoción de alta intensidad.",llamado histórico,situacion,"La esperanza se origina en la promesa de prevalecer contra la tiranía rosista, la cual se expresa como un llamado histórico que constituye un evento concreto que motiva la expectativa de victoria."
Eufórico,"El discurso evoca un llamado positivo y motivador a los camaradas, generando entusiasmo y esperanza frente a la tiranía. La emoción de inspiración se caracteriza por un tono alegre y de satisfacción ante la posibilidad de actuar, lo que corresponde a la categoría eufórica.",DISCURSO_048_FR_028,Público general argentino (paradestinatario),inspiración,Cognoscitiva,"El discurso de inspiración se centra en la valoración moral y la motivación intelectual: se hace un llamado a la acción, se evalúa la tiranía como injusta y se invita a los camaradas a prevalecer. No se mencionan sensaciones físicas ni gestos, por lo que la dominancia se ubica en el ámbito cognoscitivo.",Alta,"El discurso utiliza un lenguaje fuerte y directo, con verbos imperativos como ""tuvieron que estar"" y una referencia a un ""llamado histórico"", lo que sugiere una apelación intensa y motivadora. La combinación de la palabra ""prevalecer"" y la acusación de ""tiranía rosista"" refuerza la urgencia y la pasión del mensaje, indicando una emoción de inspiración de alta intensidad.",llamado histórico,situacion,El llamado histórico a prevalecer contra la tiranía rosista constituye una situación de urgencia y propósito que inspira al público general argentino.
Eufórico,"El discurso utiliza un tono motivador y positivo, describiendo la memoria como un modelo a seguir que inspira a dar lo mejor en el servicio a la patria. Este lenguaje de entusiasmo y aliento genera una emoción de inspiración, la cual se caracteriza por alegría, entusiasmo y satisfacción, por lo que se clasifica como eufórico.",DISCURSO_048_FR_029,Partido político de Javier Milei y su base electoral,inspiración,Cognoscitiva,"El discurso se centra en la motivación intelectual y la valoración de un modelo a seguir, utilizando verbos como ""motive"" y expresiones que implican juicio y propósito. No se mencionan sensaciones físicas ni gestos, por lo que la emoción de inspiración se manifiesta principalmente a nivel cognitivo.",Alta,"El discurso utiliza expresiones fuertes como ""ejemplo"", ""modelo a seguir"" y ""motive a dar lo mejor"", que implican una llamada directa a la acción y a la superación personal. La combinación de estos verbos y la referencia a la patria refuerza la carga emotiva, indicando una intención de inspirar de manera intensa a la audiencia.",memoria de un líder histórico,experiencia,"El discurso menciona que la ""memoria"" debe ser un ejemplo y modelo a seguir, lo que indica que la fuente de la inspiración es la experiencia de recordar a ese líder histórico."
euforico,"La frase expresa un llamado a la motivación y al esfuerzo positivo, con expresiones como ""motive a dar lo mejor"" y un tono de entusiasmo y apoyo a la patria. Estas características indican una emoción de tono positivo, alegría o satisfacción, por lo que se clasifica como eufórico.",DISCURSO_048_FR_029,Partido político de Javier Milei y su base electoral,motivación,Cognoscitiva,"La frase ""que su memoria sea parte para ustedes de un ejemplo, un modelo a seguir que los motive a dar lo mejor de ustedes en su servicio a la patria"" se centra en la motivación a través de juicios y evaluaciones mentales: se invita a considerar la memoria como un modelo a seguir y a dar lo mejor en el servicio a la patria. No se mencionan sensaciones corporales ni gestos, por lo que la dominancia de la emoción motivacional se interpreta como cognoscitiva.",Alta,"La frase contiene un llamado directo a la acción y a la excelencia personal (“motive a dar lo mejor”), lo cual indica una intención de generar un impulso emocional fuerte. En el contexto de un discurso político de Javier Milei, la retórica suele ser vigorosa y persuasiva, reforzando la intensidad de la motivación expresada. Por lo tanto, la emoción de motivación se infiere con alta intensidad.",la memoria de un modelo a seguir,experiencia,"La frase indica que la memoria de un ejemplo o modelo a seguir debe motivar a la audiencia, por lo que la fuente de la emoción es la experiencia de recordar a ese modelo."
euforico,"El discurso evoca orgullo, una emoción positiva que se asocia con la admiración y la motivación para rendir al máximo. La frase destaca la memoria de un héroe como modelo a seguir, generando entusiasmo y satisfacción en la audiencia, lo que corresponde al carácter eufórico según la ontología y las heurísticas de tonalidad afectiva.",DISCURSO_048_FR_029,Partido político de Javier Milei y su base electoral,orgullo,Cognoscitiva,"El orgullo expresado en el discurso se manifiesta principalmente a través de juicios y evaluaciones: la base electoral percibe la memoria del héroe como un modelo a seguir y se siente motivada a rendir lo mejor en su servicio a la patria. No se mencionan manifestaciones físicas o sensaciones corporales, por lo que la dominancia de la emoción se ubica en el ámbito cognitivo.",Alta,"El discurso utiliza un lenguaje motivador y exaltador al referirse a la memoria del héroe como un ejemplo y modelo a seguir, invitando a la audiencia a dar lo mejor de sí en servicio a la patria. La combinación de términos como ""ejemplo"", ""modelo a seguir"" y ""motivate a dar lo mejor"" sugiere una expresión de orgullo fuerte y enfática, lo que indica una intensidad alta de la emoción identificada.",memoria del héroe,experiencia,"El discurso alude a la memoria de un héroe como ejemplo a seguir, lo que provoca orgullo en el partido y su base al asociar sus valores con la historia y la valentía."
Eufórico,"El discurso expresa un deseo positivo y motivador de que la memoria inspire a los graduados a dar lo mejor de sí, lo cual refleja una tonalidad de esperanza y entusiasmo, característicos de una emoción eufórica.",DISCURSO_048_FR_029,Presidente Javier Milei,esperanza,Cognoscitiva,"El discurso expresa una expectativa positiva y una valoración motivacional: ""motive a dar lo mejor"" y la idea de que la memoria sea un modelo a seguir. Estas expresiones reflejan juicios y evaluaciones mentales sobre el futuro, sin indicios de manifestaciones físicas o sensaciones corporales. Por lo tanto, la dominancia de la emoción de esperanza se interpreta como cognoscitiva.",Baja,"El enunciado expresa una esperanza motivacional, pero sin adverbios ni intensificadores que indiquen una emoción fuerte. Se trata de un deseo moderado de que la memoria inspire a los graduados, lo que sugiere una intensidad baja según la heurística de que las expresiones de esperanza suelen ser leves o moderadas cuando no se acompañan de un lenguaje muy emotivo.",la memoria de la persona fallecida,experiencia,El enunciador expresa esperanza de que la memoria de la persona fallecida motive a los graduados; la memoria es un recuerdo previo que actúa como fuente de la emoción.
Eufórico,"El discurso invita a la audiencia a motivarse y dar lo mejor de sí en el servicio a la patria, lo cual genera entusiasmo, alegría y satisfacción. Estas cualidades corresponden a una tonalidad afectiva positiva, por lo que la emoción de inspiración se clasifica como eufórica.",DISCURSO_048_FR_029,Público general argentino,inspiración,Cognoscitiva,"La frase invita a reflexionar sobre la memoria como modelo a seguir y a motivar al público a dar lo mejor en su servicio a la patria, lo cual se basa principalmente en juicios, evaluaciones y pensamientos internos (cognoscitivos) más que en manifestaciones físicas o sensaciones corporales.",Alta,"El discurso utiliza un llamado directo y motivador a la audiencia, empleando expresiones como ""motive a dar lo mejor"" y refiriéndose a la memoria como un modelo a seguir. La ausencia de matices que suavicen el mensaje y la presencia de un tono exhortativo indican una intensidad elevada de la emoción de inspiración.",la memoria del héroe,experiencia,"El discurso invita a que la memoria de una persona (el héroe) sea un ejemplo y modelo a seguir, lo que provoca inspiración en el público. La memoria es una vivencia pasada que actúa como fuente de motivación."
euforico,"La frase expresa un sentimiento de orgullo y motivación positiva, resaltando la admiración por la memoria del héroe y su influencia como modelo a seguir. Este tono de entusiasmo y satisfacción se alinea con la categoría eufórica, ya que la emoción es claramente positiva y busca inspirar al público.",DISCURSO_048_FR_029,Público general argentino,orgullo,Cognoscitiva,"El discurso evoca orgullo a través de juicios y evaluaciones: se presenta la memoria del héroe como un modelo a seguir y un estímulo para mejorar el servicio a la patria. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la emoción se manifiesta principalmente en el ámbito cognitivo.",Alta,"El discurso utiliza un lenguaje motivador y exhortativo que invita al público a adoptar la memoria del héroe como modelo de servicio a la patria, generando un sentimiento de orgullo fuerte y palpable. La expresión ""dar lo mejor de ustedes"" y la referencia a la patria refuerzan la intensidad emocional, situándola en el rango de alta intensidad.",la memoria del héroe,experiencia,"El recuerdo de la memoria del héroe actúa como modelo a seguir, generando orgullo en el público."
Afórico,"La emoción de indiferencia se caracteriza por la ausencia de una valoración emocional positiva o negativa clara; se percibe como una postura neutral frente al mensaje, por lo que corresponde al carácter fórico afórico.",DISCURSO_048_FR_030,Oposición política (la casta política),Indifference,Cognoscitiva,"La emoción de indiferencia en este contexto se manifiesta principalmente a través de una evaluación cognitiva: la oposición percibe que el mensaje no les afecta directamente y, por tanto, no genera una respuesta física ni gestual. No se observan indicios de manifestaciones corporales (como cambios en la postura, expresiones faciales o sensaciones físicas), lo que sugiere que la dominancia de la emoción se centra en el juicio y la valoración mental de la situación.",Baja,"El discurso carece de adjetivos, adverbios o verbos que intensifiquen la emoción de indiferencia. La frase es formal y neutral, sin expresiones de entusiasmo, desdén o desinterés marcado. Dado que la oposición no está directamente involucrada, la actitud de indiferencia se presenta de manera leve y sutil, lo que indica una intensidad baja.",la graduación de oficiales,situacion,La oposición política siente indiferencia porque el evento de graduación de oficiales no les afecta directamente; la situación de la graduación es la causa que desencadena la emoción.
disforico,"El escepticismo expresado en la frase refleja duda y desconfianza hacia la sinceridad de la declaración, lo que indica una tonalidad negativa y de malestar, caracterizando así una emoción disfórica.",DISCURSO_048_FR_030,Oposición política (la casta política),Skepticism,Cognoscitiva,"La emoción de escepticismo se manifiesta principalmente a través de juicios y evaluaciones mentales, como la duda sobre la sinceridad de la declaración. No se observan indicios de manifestaciones físicas o sensaciones corporales en el contexto proporcionado, por lo que la dominancia se clasifica como cognoscitiva.",Baja,"El discurso no contiene adverbios, adjetivos ni verbos que intensifiquen la actitud de escepticismo; la frase se presenta de manera neutral y sin énfasis retórico. En ausencia de indicios de una expresión fuerte, la emoción de escepticismo se interpreta como leve o sutil, lo que corresponde a la categoría de baja intensidad.",declaración política del gobierno,objeto,"La oposición percibe la declaración como una maniobra política, por lo que la fuente de su escepticismo es la propia declaración política emitida por el gobierno."
euforico,"La frase expresa una confianza positiva y de respaldo hacia los oficiales, lo que implica un tono afectivo alegre y entusiasta. Este sentimiento de seguridad y respaldo se alinea con la categoría eufórica, que corresponde a emociones de tono positivo, alegría o satisfacción.",DISCURSO_048_FR_030,Partido político de Javier Milei y su base electoral,Confidence,Cognoscitiva,"La emoción de confianza se manifiesta principalmente a través de juicios y evaluaciones internas, como la creencia en la capacidad de los oficiales y la expectativa de que la nación cuenta con ellos. No se observan indicios de manifestaciones corporales o sensaciones físicas en el fragmento, por lo que la dominancia se clasifica como cognoscitiva.",Alta,"La frase expresa una confianza directa y fuerte en la capacidad de los oficiales, con un tono de respaldo total (“la nación cuenta con ustedes”), sin matices de duda o moderación, lo que indica una intensidad alta de la emoción.",los oficiales que hoy egresan,actor,"La frase expresa confianza en la capacidad y responsabilidad de los oficiales que están egresando, por lo que la fuente de la emoción es el propio grupo de oficiales, actuando como actor que provoca la sensación de seguridad y respaldo en el grupo partidario."
euforico,"La emoción de orgullo se caracteriza por un tono positivo, alegría y satisfacción, por lo que se clasifica como eufórico.",DISCURSO_048_FR_030,Partido político de Javier Milei y su base electoral,Pride,Cognoscitiva,"El sentimiento de orgullo se activa principalmente a través de juicios y evaluaciones sobre el éxito y el liderazgo que la base partidaria valora. En el discurso se enfatiza que la nación cuenta con los oficiales, lo que genera una valoración positiva y una percepción de logro. No se menciona manifestaciones físicas o sensaciones corporales, por lo que la dominancia se ubica en el dominio cognoscitivo.",Alta,"El enunciado expresa un orgullo y confianza muy marcados, al afirmar que la nación cuenta con los oficiales que hoy egresan. La frase utiliza un tono de afirmación y reconocimiento que refuerza la imagen de éxito y liderazgo, lo cual indica una intensidad alta de la emoción de orgullo.",la nación,actor,"El enunciado que la nación cuenta con los oficiales genera orgullo al reconocer su importancia y liderazgo, por lo que la nación actúa como fuente de la emoción de orgullo."
Eufórico,"El enunciador expresa confianza, una emoción positiva que se manifiesta con entusiasmo y satisfacción al afirmar que la nación cuenta con los oficiales egresados, indicando una valoración favorable y una expectativa de buen desempeño.",DISCURSO_048_FR_030,Presidente Javier Milei,confianza,Cognoscitiva,"El enunciado expresa una valoración positiva y una expectativa de desempeño de los oficiales egresados, lo que indica un juicio de confianza y creencia en su capacidad. No se mencionan manifestaciones físicas ni gestos, por lo que la emoción se manifiesta principalmente a nivel cognitivo.",Neutra/Ambivalente,"El enunciado expresa confianza en los oficiales egresados, pero lo hace de manera formal y directa sin recurrir a adjetivos o expresiones que intensifiquen la emoción. La frase transmite una valoración positiva y una expectativa de desempeño, pero sin un tono apasionado o exaltado, lo que sugiere una intensidad neutra o ambivalente.",la nación,actor,"El presidente expresa confianza al afirmar que la nación cuenta con los oficiales egresados, lo que indica que la confianza se origina en la expectativa y el respaldo de la nación hacia ellos."
Eufórico,"El discurso transmite una expectativa positiva y optimista, caracterizando la emoción de esperanza como eufórica.",DISCURSO_048_FR_030,Público general argentino,Hope,Cognoscitiva,"La emoción de esperanza se manifiesta principalmente a través de juicios y evaluaciones sobre el futuro positivo. En el discurso se expresa la expectativa de que la nación confíe en los oficiales egresados, lo cual implica un pensamiento optimista y una valoración positiva de lo que vendrá, sin indicios de manifestaciones corporales explícitas. Por lo tanto, la dominancia se clasifica como cognoscitiva.",Neutra/Ambivalente,"El discurso presenta una expresión de esperanza de manera formal y moderada, sin adverbios intensificadores ni tono apasionado, lo que sugiere una intensidad neutral o ambivalente.",la nación cuenta con ustedes,situacion,"El anuncio de que la nación cuenta con los oficiales crea una situación de apoyo y reconocimiento que proyecta un futuro positivo, generando esperanza en la audiencia."
Eufórico,"El discurso transmite una sensación de confianza y seguridad en la institución militar y en el gobierno, expresada con tono positivo y de respaldo. La expresión ""la nación cuenta con ustedes"" refleja entusiasmo y satisfacción por la relación de confianza, lo que corresponde a la categoría eufórica según la ontología y las heurísticas de tonalidad afectiva.",DISCURSO_048_FR_030,Público general argentino,Trust,Cognoscitiva,"El discurso transmite una evaluación de confianza institucional: se afirma que la nación cuenta con los oficiales, lo que implica un juicio de seguridad y credibilidad hacia ellos. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la dominancia se ubica en el ámbito cognoscitivo.",Neutra/Ambivalente,"El discurso transmite confianza institucional mediante la frase ""la nación cuenta con ustedes"", pero no utiliza adjetivos, adverbios ni expresiones que intensifiquen la emoción. Se trata de una declaración formal y positiva, sin énfasis emocional fuerte, por lo que la intensidad de la emoción de confianza se considera neutra o ambivalente.",la nación,actor,"El mensaje expresa que la nación confía en los oficiales egresados, lo que genera una sensación de confianza en la institución."
Disfórico,"La emoción de inseguridad implica temor, incertidumbre y sensación de amenaza, lo que la posiciona dentro de la tonalidad afectiva negativa. Por lo tanto, se clasifica como disfórico.",DISCURSO_048_FR_031,Oposición política (la casta política),inseguridad,Cognoscitiva,"La inseguridad del grupo opositor se origina principalmente en la evaluación cognitiva de la promesa como una amenaza a su influencia política. No se mencionan manifestaciones corporales explícitas, por lo que la dominancia se atribuye a la esfera cognitiva.",Baja,"El discurso presenta la frase ""ustedes pueden contar con la nación"" de manera neutral, sin adverbios, intensificadores ni verbos que aumenten la carga emocional. La emoción de inseguridad se infiere del contexto político (la oposición percibe la promesa como una amenaza a su influencia), pero no se expresa de forma explícita ni intensa. Por lo tanto, la intensidad de la emoción identificada se considera baja, ya que la manifestación emocional es sutil y no se percibe una fuerza emocional marcada.",el gobierno,actor,"La promesa de la nación hecha por el gobierno se percibe como una amenaza a la influencia de la oposición, generando inseguridad."
disforico,"El sentimiento de resentimiento es una emoción negativa que genera malestar y descontento, por lo que se clasifica como disfórico según la ontología y las heurísticas de tonalidad afectiva.",DISCURSO_048_FR_031,Oposición política (la casta política),resentimiento,Cognoscitiva,"El resentimiento se manifiesta principalmente a través de juicios y evaluaciones sobre la injusticia percibida: la oposición interpreta que la nación favorece a la oposición, lo que genera una valoración negativa y un sentimiento de agravio. No se observan indicios de manifestaciones corporales explícitas, por lo que la dominancia se clasifica como cognoscitiva.",Baja,"El discurso presenta una afirmación neutral (“ustedes pueden contar con la nación”) que, en el contexto de una oposición política, puede generar resentimiento al percibirse como una ventaja para la oposición. Sin embargo, la frase en sí no contiene adjetivos, adverbios ni verbos intensificadores que aumenten la carga emocional, lo que sugiere que la intensidad del resentimiento es leve o sutil.",la nación,actor,"El sentimiento de resentimiento surge porque la oposición percibe que la nación favorece a su grupo, lo que genera una sensación de injusticia y desconfianza."
Eufórico,"La emoción identificada es ""confianza"", la cual es una emoción positiva que transmite seguridad y optimismo. En el contexto del discurso, la frase ""ustedes pueden contar con la nación"" refuerza la idea de apoyo y respaldo, generando un tono de satisfacción y entusiasmo. Según las heurísticas, las emociones positivas que expresan alegría, entusiasmo o satisfacción se clasifican como eufórico, por lo que la confianza se interpreta como tal.",DISCURSO_048_FR_031,Partido político de Javier Milei y su base electoral,confianza,cognoscitiva,"La frase ""ustedes pueden contar con la nación"" expresa un compromiso de apoyo que se basa en juicios y evaluaciones de confianza hacia el partido y su base electoral. No se observan indicios de manifestaciones físicas o sensaciones corporales, por lo que la dominancia de la emoción identificada (confianza) se clasifica como cognoscitiva.",Baja,"La frase ""ustedes pueden contar con la nación"" es una declaración de apoyo general y directa, sin adverbios intensificadores ni expresiones retóricas que aumenten su fuerza emocional. Por lo tanto, la intensidad de la emoción de confianza que transmite se considera baja.",la nación,actor,"La frase ""ustedes pueden contar con la nación"" presenta a la nación como la entidad que brinda apoyo y respaldo, lo que genera confianza en el partido y su base electoral."
