foria,justificacion,recorte_id,experienciador,tipo_emocion
euforico,"La frase expresa un tono positivo y de apoyo, con la intención de brindar consuelo y esperanza a la audiencia. El uso de bendiciones y la referencia a las ""fuerzas del cielo"" evocan sentimientos de alegría, satisfacción y seguridad, lo que corresponde a la categoría eufórica según la ontología proporcionada.",DISCURSO_048_FR_037,Partido político de Javier Milei y su base electoral,reassurance
Eufórico,"El discurso contiene una bendición y un tono de agradecimiento, lo que indica una emoción positiva y de satisfacción, por lo que se clasifica como eufórico.",DISCURSO_048_FR_037,Partido político de Javier Milei y su base electoral,gratitude
Eufórico,"El discurso expresa una bendición y la presencia de fuerzas celestiales, lo cual genera un tono positivo y esperanzador. La emoción de ""hope"" se manifiesta como una expectativa favorable y optimista, caracterizando así un estado eufórico según la ontología proporcionada.",DISCURSO_048_FR_037,Público general argentino,hope
euforico,"La frase expresa una invocación de bendición divina y la presencia de fuerzas celestiales, lo cual genera un sentimiento de esperanza, gratitud y optimismo. Estas características corresponden a una tonalidad afectiva positiva, típica de la emoción de fe, por lo que se clasifica como eufórico.",DISCURSO_048_FR_037,Público general argentino,faith
Eufórico,"La frase expresa un deseo positivo y de apoyo divino, transmitiendo esperanza y tranquilidad al público. Al invocar bendiciones y la presencia de las fuerzas celestiales, se genera un tono de alegría y satisfacción que corresponde a la categoría eufórica.",DISCURSO_048_FR_037,Público general argentino,reassurance
Eufórico,"La expresión de gratitud y la bendición evocan sentimientos de alegría y satisfacción, característicos de una emoción de tono positivo.",DISCURSO_048_FR_037,Público general argentino,gratitude
euforico,"La expresión ""que dios los bendiga"" y ""que las fuerzas del cielo nos acompañen"" transmite un tono optimista y de esperanza, característico de una emoción positiva y de satisfacción. En el contexto político, aunque sea de la oposición, la frase mantiene una connotación de alegría y entusiasmo, lo que la clasifica como eufórica según la ontología y las heurísticas proporcionadas.",DISCURSO_048_FR_037,Oposición política (la casta política),hope
euforico,"La frase expresa una invocación positiva y esperanzadora de bendiciones divinas, lo que genera un tono de alegría, entusiasmo y satisfacción. Este carácter afectivo se alinea con la categoría eufórica, ya que la emoción de fe aquí se manifiesta como una expresión de confianza y optimismo hacia lo divino y el futuro.",DISCURSO_048_FR_037,Oposición política (la casta política),faith
euforico,"La frase expresa un deseo de bendición y acompañamiento divino, lo cual transmite una sensación de seguridad y optimismo. Este tono positivo y de apoyo se alinea con la categoría eufórica, que engloba expresiones de alegría, entusiasmo o satisfacción, aunque en este caso la emoción sea más de tranquilidad y confianza que de euforia explícita. No se detectan elementos negativos ni neutros, por lo que la clasificación más adecuada es eufórica.",DISCURSO_048_FR_037,Oposición política (la casta política),reassurance
Eufórico,"La expresión de bendición y la invitación a que las fuerzas del cielo acompañen a los oyentes transmiten un tono positivo y de agradecimiento. La gratitud, como emoción identificada, se asocia con sentimientos de alegría y satisfacción, por lo que su carácter fórico se clasifica como eufórico.",DISCURSO_048_FR_037,Oposición política (la casta política),gratitude
Eufórico,"El discurso expresa gratitud, felicitaciones y un llamado a la patria con entusiasmo y celebración, lo que indica una emoción de tono positivo, alegría y satisfacción típica de la euforía.",DISCURSO_048_FR_038,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
Eufórico,"La frase ""muchas gracias, felicidades a todos y ¡viva la patria!"" expresa claramente alegría, gratitud y celebración, lo que corresponde a una emoción de tono positivo y satisfacción, caracterizada como eufórica según la ontología y las heurísticas proporcionadas.",DISCURSO_048_FR_038,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),alegría
Eufórico,"El discurso expresa gratitud, felicitaciones y un grito de entusiasmo ""¡viva la patria!"", lo cual refleja alegría, entusiasmo y satisfacción típicos de una emoción patriótica positiva. Por lo tanto, la emoción identificada se clasifica como eufórica.",DISCURSO_048_FR_038,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),patriotismo
Eufórico,"La expresión ""muchas gracias"" y el tono celebratorio de ""felicidades a todos"" y ""¡viva la patria!"" reflejan un sentimiento de gratitud y alegría, característicos de una emoción con tonalidad positiva y de satisfacción. Por lo tanto, la emoción identificada se clasifica como eufórica.",DISCURSO_048_FR_038,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),gratitud
Eufórico,"El sentimiento de orgullo expresado en el discurso se manifiesta mediante expresiones de gratitud, felicitaciones y un llamado patriótico, lo cual indica una tonalidad afectiva positiva y de satisfacción. Según las heurísticas, este tipo de emoción se clasifica como eufórica.",DISCURSO_048_FR_038,Público general argentino (tipo: paradestinatario),orgullo
Eufórico,"La frase expresa gratitud, felicitaciones y un llamado a la patria con entusiasmo y alegría, lo que indica un tono afectivo positivo y de satisfacción, característico de la emoción eufórica.",DISCURSO_048_FR_038,Público general argentino (tipo: paradestinatario),alegría
Eufórico,"El discurso contiene expresiones de gratitud, felicitaciones y el grito enfático ""¡viva la patria!"", que indican entusiasmo, alegría y satisfacción, característicos de una emoción de tono positivo y celebratorio. Por lo tanto, la emoción patriotismo se clasifica como eufórica.",DISCURSO_048_FR_038,Público general argentino (tipo: paradestinatario),patriotismo
Eufórico,"La expresión ""muchas gracias, felicidades a todos y ¡viva la patria!"" refleja un agradecimiento y celebración que generan alegría y satisfacción en el público. El tono positivo y el uso de palabras de gratitud y orgullo indican una emoción de tono positivo, por lo que se clasifica como eufórico.",DISCURSO_048_FR_038,Público general argentino (tipo: paradestinatario),gratitud
Disfórico,"La emoción identificada es defensividad, que se caracteriza por una respuesta de defensa ante una amenaza percibida, lo que implica un tono negativo o de malestar. Por lo tanto, su carácter fórico se clasifica como disfórico.",DISCURSO_048_FR_038,Oposición política (la casta política) (tipo: contradestinatario),defensividad
disforico,"La emoción identificada es resentimiento, la cual se caracteriza por un tono negativo y de malestar. Según la ontología y las heurísticas, las emociones negativas como el resentimiento se clasifican como disfórico. Aunque la frase emplea expresiones de gratitud y exaltación, el contexto de crítica a la casta política y la naturaleza de la emoción dominante (resentimiento) indican un carácter disfórico.",DISCURSO_048_FR_038,Oposición política (la casta política) (tipo: contradestinatario),resentimiento
euforico,"La expresión ""también a todos aquellos que han venido a acompañarlos en esta inolvidable jornada"" muestra un agradecimiento explícito y un tono positivo de reconocimiento hacia los acompañantes. Este reconocimiento de gratitud se alinea con la definición de emoción eufórica, caracterizada por alegría, entusiasmo y satisfacción.",DISCURSO_048_FR_006,personas que acompañaron a los egresados,gratitud
Eufórico,"El discurso expresa reconocimiento y felicitaciones sinceras por la finalización de la formación básica, lo que refleja alegría, satisfacción y orgullo positivo hacia los graduados, caracterizando una emoción de tono positivo y eufórico.",DISCURSO_048_FR_009,graduados,orgullo
Eufórico,"La emoción identificada es felicidad, la cual se expresa mediante felicitaciones sinceras y el reconocimiento de un logro positivo (finalización de la formación básica). Estas expresiones de alegría, entusiasmo y satisfacción corresponden a la tonalidad afectiva eufórica, según la ontología y las heurísticas proporcionadas.",DISCURSO_048_FR_009,graduados,felicidad
euforico,"La emoción identificada es orgullo, la cual es una emoción positiva que implica satisfacción y alegría ante el logro o la actuación de los demás. En el discurso se expresa confianza y entusiasmo al afirmar que los argentinos de bien estarán orgullosos de los interlocutores, lo que indica un tono de satisfacción y celebración. Por lo tanto, el carácter fórico de la emoción es eufórico, ya que se manifiesta con tonalidad positiva y de alegría.",DISCURSO_048_FR_017,todos los argentinos de bien,orgullo
Disfórico,"La emoción identificada es ""miseria"", la cual expresa una experiencia negativa y de malestar. Según las heurísticas, las emociones negativas o de malestar se clasifican como disfórico. En el discurso se describe una realidad miserable impuesta por la casta política, lo que refuerza la valoración negativa y la polaridad desfavorable de la emoción.",DISCURSO_048_FR_019,todos los argentinos,miseria
Eufórico,"La frase expresa un sentimiento positivo y de alivio al afirmar que la sociedad mantiene un afecto persistente por las fuerzas armadas, lo cual indica una tonalidad alegre y satisfactoria, característica de una emoción eufórica.",DISCURSO_048_FR_022,la sociedad,afecto
euforico,"La frase expresa un tono positivo y esperanzador, indicando que el Gobierno está superando una etapa triste y comenzando a escribir una nueva página con respeto y reconocimiento. Este lenguaje de optimismo y entusiasmo corresponde a la categoría eufórica, ya que refleja alegría y satisfacción ante el futuro.",DISCURSO_048_FR_023,Gobierno,optimismo
euforico,"El alivio expresado al dejar atrás la ""triste página"" y comenzar una nueva etapa con respeto y reconocimiento denota una tonalidad positiva y de satisfacción, caracterizando la emoción como eufórica.",DISCURSO_048_FR_023,Gobierno,alivio
euforico,"El discurso expresa orgullo y satisfacción al afirmar que las fuerzas armadas están superando una etapa triste y ganando el respeto y reconocimiento que merecen. La tonalidad es claramente positiva, con palabras como ""respet"" y ""reconocimiento"", lo que indica un estado de alegría y entusiasmo característico de la emoción eufórica.",DISCURSO_048_FR_023,Fuerzas Armadas,orgullo
Eufórico,"El discurso expresa una expectativa positiva y optimista sobre el futuro, con palabras como ""dando vuelta"", ""escribiendo una nueva"" y la idea de que las fuerzas reciben el respeto y reconocimiento que merecen. Este tono de esperanza y entusiasmo se alinea con la definición de emoción eufórica, caracterizada por alegría, entusiasmo y satisfacción ante una perspectiva favorable.",DISCURSO_048_FR_023,Sociedad,esperanza
Eufórico,"El discurso expresa orgullo y satisfacción ante la nueva generación de egresados, resaltando logros inéditos y el apoyo gubernamental. Estas expresiones de alegría y entusiasmo caracterizan una emoción de tono positivo, por lo que se clasifica como eufórico.",DISCURSO_048_FR_025,egresados,orgullo
Eufórico,"El discurso expresa orgullo, una emoción positiva que implica satisfacción y entusiasmo por el logro y el legado. Los términos como ""significado particular"", ""testigo de algo inédito"" y la promesa de un gobierno que ""hace todo lo que esté a su alcance"" reflejan un tono de alegría y orgullo, por lo que la foria se clasifica como eufórica.",DISCURSO_048_FR_025,camaradas de mayor experiencia y rango,orgullo
euforico,"El discurso expresa un ánimo positivo y motivador, invitando a los camaradas a dar lo mejor de sí en su servicio a la patria. La emoción de motivación se caracteriza por entusiasmo y satisfacción, por lo que se clasifica como eufórica.",DISCURSO_048_FR_029,camaradas de armas,motivación
Eufórico,"El discurso expresa un tono de entusiasmo y aliento, invitando a los nuevos oficiales a dar lo mejor de sí mismos en su servicio a la patria. La motivación aquí se presenta como una fuerza positiva que busca inspirar alegría y satisfacción, lo que corresponde a la categoría eufórica según la ontología y las heurísticas de tonalidad afectiva.",DISCURSO_048_FR_029,nuevos oficiales,motivación
Eufórico,"La emoción identificada es ""seguridad"", la cual implica confianza y respaldo positivo por parte del Estado. Este sentimiento se asocia con tonalidades afectivas positivas, como la tranquilidad y la satisfacción, por lo que se clasifica como eufórico según las heurísticas de foria.",DISCURSO_048_FR_031,nuevos oficiales,seguridad
euforico,"El orgullo es una emoción positiva que refleja satisfacción y alegría, por lo que se clasifica como eufórico.",DISCURSO_048_FR_034,hombres y mujeres de nuestras fuerzas armadas,orgullo
euforico,"La frase expresa un deseo positivo y alegre: ""les deseo que tengan una feliz navidad"" y alienta a planificar en grande, lo cual refleja entusiasmo y satisfacción. Estas expresiones de alegría y optimismo caracterizan una emoción de tono positivo, por lo que se clasifica como eufórico.",DISCURSO_048_FR_036,graduados,felicidad
Eufórico,"La frase expresa un deseo de felicidad y celebración (una feliz Navidad y planes grandes), lo cual refleja un tono positivo y alegre, característico de la emoción eufórica.",DISCURSO_048_FR_036,familias de los oficiales,felicidad
Eufórico,"El sentimiento de orgullo se expresa con entusiasmo y celebración, lo que indica una tonalidad positiva y alegre, por lo tanto se clasifica como eufórico.",DISCURSO_048_FR_038,la patria,orgullo
