intensidad,justificacion,recorte_id,experienciador,tipo_emocion
Alta,"El discurso utiliza un insulto fuerte al denominar a la oposición como ""tiranía rosista"", lo cual provoca una reacción de indignación intensa. La acusación directa y la carga negativa del término generan una emoción de alta intensidad, sin matices de moderación o ambivalencia.",DISCURSO_048_FR_028,Oposición política (la casta política) (contradestinatario),indignación
Alta,"El discurso utiliza un lenguaje motivador y exaltador al referirse a la memoria del héroe como un ejemplo y modelo a seguir, invitando a la audiencia a dar lo mejor de sí en servicio a la patria. La combinación de términos como ""ejemplo"", ""modelo a seguir"" y ""motivate a dar lo mejor"" sugiere una expresión de orgullo fuerte y enfática, lo que indica una intensidad alta de la emoción identificada.",DISCURSO_048_FR_029,Partido político de Javier Milei y su base electoral,orgullo
Alta,"La frase contiene un llamado directo a la acción y a la excelencia personal (“motive a dar lo mejor”), lo cual indica una intención de generar un impulso emocional fuerte. En el contexto de un discurso político de Javier Milei, la retórica suele ser vigorosa y persuasiva, reforzando la intensidad de la motivación expresada. Por lo tanto, la emoción de motivación se infiere con alta intensidad.",DISCURSO_048_FR_029,Partido político de Javier Milei y su base electoral,motivación
Alta,"El discurso utiliza expresiones fuertes como ""ejemplo"", ""modelo a seguir"" y ""motive a dar lo mejor"", que implican una llamada directa a la acción y a la superación personal. La combinación de estos verbos y la referencia a la patria refuerza la carga emotiva, indicando una intención de inspirar de manera intensa a la audiencia.",DISCURSO_048_FR_029,Partido político de Javier Milei y su base electoral,inspiración
Alta,"El discurso utiliza un lenguaje motivador y exhortativo que invita al público a adoptar la memoria del héroe como modelo de servicio a la patria, generando un sentimiento de orgullo fuerte y palpable. La expresión ""dar lo mejor de ustedes"" y la referencia a la patria refuerzan la intensidad emocional, situándola en el rango de alta intensidad.",DISCURSO_048_FR_029,Público general argentino,orgullo
Alta,"El discurso utiliza un llamado directo y motivador a la audiencia, empleando expresiones como ""motive a dar lo mejor"" y refiriéndose a la memoria como un modelo a seguir. La ausencia de matices que suavicen el mensaje y la presencia de un tono exhortativo indican una intensidad elevada de la emoción de inspiración.",DISCURSO_048_FR_029,Público general argentino,inspiración
Alta,"El enunciado expresa un orgullo y confianza muy marcados, al afirmar que la nación cuenta con los oficiales que hoy egresan. La frase utiliza un tono de afirmación y reconocimiento que refuerza la imagen de éxito y liderazgo, lo cual indica una intensidad alta de la emoción de orgullo.",DISCURSO_048_FR_030,Partido político de Javier Milei y su base electoral,Pride
Alta,"La frase expresa una confianza directa y fuerte en la capacidad de los oficiales, con un tono de respaldo total (“la nación cuenta con ustedes”), sin matices de duda o moderación, lo que indica una intensidad alta de la emoción.",DISCURSO_048_FR_030,Partido político de Javier Milei y su base electoral,Confidence
Neutra/Ambivalente,"El discurso presenta una expresión de esperanza de manera formal y moderada, sin adverbios intensificadores ni tono apasionado, lo que sugiere una intensidad neutral o ambivalente.",DISCURSO_048_FR_030,Público general argentino,Hope
Neutra/Ambivalente,"El discurso transmite confianza institucional mediante la frase ""la nación cuenta con ustedes"", pero no utiliza adjetivos, adverbios ni expresiones que intensifiquen la emoción. Se trata de una declaración formal y positiva, sin énfasis emocional fuerte, por lo que la intensidad de la emoción de confianza se considera neutra o ambivalente.",DISCURSO_048_FR_030,Público general argentino,Trust
Baja,"El discurso no contiene adverbios, adjetivos ni verbos que intensifiquen la actitud de escepticismo; la frase se presenta de manera neutral y sin énfasis retórico. En ausencia de indicios de una expresión fuerte, la emoción de escepticismo se interpreta como leve o sutil, lo que corresponde a la categoría de baja intensidad.",DISCURSO_048_FR_030,Oposición política (la casta política),Skepticism
Baja,"El discurso carece de adjetivos, adverbios o verbos que intensifiquen la emoción de indiferencia. La frase es formal y neutral, sin expresiones de entusiasmo, desdén o desinterés marcado. Dado que la oposición no está directamente involucrada, la actitud de indiferencia se presenta de manera leve y sutil, lo que indica una intensidad baja.",DISCURSO_048_FR_030,Oposición política (la casta política),Indifference
Baja,"La frase ""ustedes pueden contar con la nación"" es una declaración de apoyo general y directa, sin adverbios intensificadores ni expresiones retóricas que aumenten su fuerza emocional. Por lo tanto, la intensidad de la emoción de confianza que transmite se considera baja.",DISCURSO_048_FR_031,Partido político de Javier Milei y su base electoral,confianza
Baja,"El mensaje ""ustedes pueden contar con la nación"" expresa esperanza de manera moderada y sin adverbios ni intensificadores que aumenten su fuerza. La frase transmite confianza y respaldo, pero no utiliza un tono excesivamente exaltado ni lenguaje cargado de emoción intensa. Por lo tanto, la intensidad de la emoción identificada se considera baja.",DISCURSO_048_FR_031,Partido político de Javier Milei y su base electoral,esperanza
Alta,"El discurso presenta una promesa directa y firme de apoyo con la frase ""ustedes pueden contar con la nación"", que utiliza un verbo de acción fuerte y un tono de compromiso. Este lenguaje transmite una confianza sólida y segura, lo que indica una intensidad alta de la emoción identificada.",DISCURSO_048_FR_031,Público general argentino,confianza
Alta,"El enunciado ""ustedes pueden contar con la nación"" es una afirmación directa y explícita de respaldo, diseñada para generar confianza y reducir la incertidumbre del público. La expresión utiliza un verbo de acción (contar) y una referencia a la nación como garante, lo que sugiere una intención clara de transmitir seguridad de manera contundente. En este contexto, la emoción de seguridad se manifiesta con fuerza, por lo que se clasifica como alta intensidad.",DISCURSO_048_FR_031,Público general argentino,seguridad
Baja,"El discurso presenta la frase ""ustedes pueden contar con la nación"" de manera neutral, sin adverbios, intensificadores ni verbos que aumenten la carga emocional. La emoción de inseguridad se infiere del contexto político (la oposición percibe la promesa como una amenaza a su influencia), pero no se expresa de forma explícita ni intensa. Por lo tanto, la intensidad de la emoción identificada se considera baja, ya que la manifestación emocional es sutil y no se percibe una fuerza emocional marcada.",DISCURSO_048_FR_031,Oposición política (la casta política),inseguridad
Baja,"El discurso presenta una afirmación neutral (“ustedes pueden contar con la nación”) que, en el contexto de una oposición política, puede generar resentimiento al percibirse como una ventaja para la oposición. Sin embargo, la frase en sí no contiene adjetivos, adverbios ni verbos intensificadores que aumenten la carga emocional, lo que sugiere que la intensidad del resentimiento es leve o sutil.",DISCURSO_048_FR_031,Oposición política (la casta política),resentimiento
Baja,"El discurso menciona a las fuerzas armadas con un tono formal y respetuoso, sin usar adjetivos o expresiones que intensifiquen la emoción de orgullo. La mención es una declaración de reconocimiento, pero no se emplean palabras o frases que indiquen un orgullo excesivamente fuerte o apasionado. Por lo tanto, la intensidad de la emoción identificada se considera baja.",DISCURSO_048_FR_032,Partido político de Javier Milei y su base electoral,orgullo
Alta,"El discurso incluye una ""especial mención"" a las fuerzas armadas, lo cual indica un reconocimiento destacado y formal. La expresión de respeto se presenta de manera enfática y con énfasis en la contribución de los militares, lo que sugiere una intensidad alta de la emoción de respeto.",DISCURSO_048_FR_032,Público general argentino,respeto
Baja,"El discurso menciona la ""pesada responsabilidad"" de educar a la nueva camada, lo que sugiere un sentimiento de orgullo, pero la expresión no es explícita ni intensamente emotiva. La frase describe una carga de responsabilidad más que una manifestación apasionada de orgullo, por lo que la intensidad percibida se considera baja.",DISCURSO_048_FR_033,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
Alta,"La frase menciona una ""pesada responsabilidad"", lo que sugiere una carga emocional significativa que puede generar ansiedad intensa. El uso de un adjetivo fuerte como ""pesada"" y la implicación de una obligación importante indican que la emoción es fuertemente expresada e inferible, lo que corresponde a una intensidad alta.",DISCURSO_048_FR_033,Partido político de Javier Milei y su base electoral (prodestinatario),ansiedad
Baja,"El discurso presenta la frase de manera factual y sin adjetivos o adverbios que intensifiquen la emoción de esperanza. La esperanza se infiere de manera implícita, sin expresiones fuertes que indiquen un sentimiento intenso. Por lo tanto, la intensidad de la emoción identificada se considera baja.",DISCURSO_048_FR_033,Público general argentino (paradestinatario),esperanza
Baja,"El discurso presenta la responsabilidad de manera factual sin adverbios o adjetivos que intensifiquen la confianza; la emoción de confianza se infiere de la intención del discurso pero no se expresa con fuerza, por lo que se considera de baja intensidad.",DISCURSO_048_FR_033,Público general argentino (paradestinatario),confianza
Alta,"La frase expresa indignación frente a la asignación de una ""pesada responsabilidad"" a las fuerzas armadas, un tema de alta carga política y moral. El uso de términos como ""pesada"" y la posición de la oposición sugieren una reacción fuerte y clara, lo que indica una intensidad alta de la emoción.",DISCURSO_048_FR_033,Oposición política (la casta política) (contradestinatario),indignación
Alta,"El discurso utiliza la expresión ""pesada responsabilidad"", que implica una carga significativa y negativa sobre la oposición. Esta carga percibida, junto con la insinuación de favoritismo o sobrecarga, sugiere una reacción emocional fuerte y claramente resentida, lo que indica una intensidad alta.",DISCURSO_048_FR_033,Oposición política (la casta política) (contradestinatario),resentimiento
Baja,"El enunciado expresa una esperanza de que los graduados hagan sentir orgullo, pero no utiliza adverbios intensificadores, exclamaciones ni un tono apasionado. La expresión es moderada y se presenta de forma sencilla, lo que indica una intensidad baja de la emoción de orgullo.",DISCURSO_048_FR_034,Partido político de Javier Milei y su base electoral,orgullo
baja,"El discurso expresa una esperanza de que los graduados hagan sentir orgullosos a los enunciadores, pero no utiliza adjetivos intensos ni verbos de alta carga emocional. La expresión es moderada y sugiere una emoción de orgullo leve o sutil, por lo que se clasifica como baja intensidad.",DISCURSO_048_FR_034,Público general argentino,orgullo
Baja,"El enunciado expresa una esperanza de que los graduados hagan sentir orgullo, sin usar adjetivos intensos ni verbos que indiquen una emoción fuerte. La expresión es moderada y sugiere una expectativa leve de orgullo, lo que indica una intensidad baja.",DISCURSO_048_FR_034,Oposición política (la casta política),orgullo
Alta,"El discurso utiliza el adverbio ""especialmente"" y menciona ""apoyo permanente"", indicando una expresión de gratitud fuerte y explícita en un contexto formal de discurso político.",DISCURSO_048_FR_035,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),gratitud
Baja,"El discurso expresa gratitud y reconocimiento con adverbios moderados como ""especialmente"" y sin intensificadores fuertes. La expresión de orgullo se presenta de manera sutil y funcional, sin enfatizar de forma extrema, lo que indica una intensidad baja de la emoción.",DISCURSO_048_FR_035,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
neutra_ambivalente,"El discurso expresa agradecimiento de manera formal y respetuosa, sin recurrir a un lenguaje excesivamente emotivo o exagerado. La utilización de adverbios como ""especialmente"" y la mención de ""apoyo permanente"" indican un reconocimiento sincero, pero la expresión no alcanza la intensidad de un agradecimiento apasionado o eufórico. Por lo tanto, la emoción de aprecio se interpreta como de intensidad neutra o ambivalente dentro del contexto del discurso.",DISCURSO_048_FR_035,Público general argentino (tipo: paradestinatario),aprecio
Baja,"El discurso expresa un deseo de felicidad de manera cordial y estándar, sin adjetivos intensos ni expresiones de euforia. La frase ""feliz navidad"" y ""planifiquen en grande"" indican un tono positivo pero moderado, lo que sugiere una intensidad baja de la emoción de felicidad.",DISCURSO_048_FR_036,Partido político de Javier Milei y su base electoral (prodestinatario),felicidad
Baja,"El discurso presenta un deseo cordial y optimista, pero sin expresiones de euforia o intensidad emocional marcada. La frase es una típica felicitación navideña con un llamado a planificar en grande, lo cual indica una actitud positiva pero de carácter moderado y cotidiano, por lo que la intensidad se clasifica como baja.",DISCURSO_048_FR_036,Partido político de Javier Milei y su base electoral (prodestinatario),optimismo
Baja,"El discurso contiene una expresión de buenos deseos y una invitación a planificar en grande, pero sin el uso de adjetivos intensos, exclamaciones o un tono apasionado. La motivación se presenta de manera moderada y cordial, lo que sugiere una intensidad baja en el contexto del mensaje.",DISCURSO_048_FR_036,Partido político de Javier Milei y su base electoral (prodestinatario),motivación
Baja,"El discurso expresa un deseo de felicidad de manera sencilla y sin intensificadores emocionales (p. ej., ""muy feliz"", ""increíblemente feliz""). La frase es una cortesía típica de fin de año, por lo que la emoción de felicidad se percibe como leve y cotidiana.",DISCURSO_048_FR_036,Público general argentino (paradestinatario),felicidad
Baja,"El discurso expresa optimismo de manera moderada y cortés, sin usar adjetivos intensos ni verbos que indiquen una emoción fuerte. La frase ""planifiquen en grande"" sugiere una actitud positiva, pero el tono general es amable y estándar, lo que indica una intensidad baja.",DISCURSO_048_FR_036,Público general argentino (paradestinatario),optimismo
Baja,"El discurso presenta una expresión de motivación de manera moderada y sin intensificadores emocionales fuertes. La frase ""les deseo que tengan una feliz navidad y que planifiquen en grande"" es una invitación amable y positiva, pero no utiliza adjetivos, adverbios ni verbos que aumenten la fuerza emocional. Por lo tanto, la intensidad de la emoción identificada se considera baja.",DISCURSO_048_FR_036,Público general argentino (paradestinatario),motivación
Baja,"El discurso contiene una expresión de deseo de felicidad (“feliz navidad”) sin intensificadores ni adverbios que aumenten la fuerza emocional. Se trata de un saludo formal y cortés, típico de la temporada, lo que sugiere una manifestación leve y estándar de la emoción de felicidad.",DISCURSO_048_FR_036,Oposición política (la casta política) (contradestinatario),felicidad
Baja,"El discurso expresa un deseo positivo y optimista, pero lo hace de manera moderada y sin intensificadores emocionales fuertes. La frase ""planifiquen en grande"" sugiere una actitud esperanzadora, pero el tono general es sencillo y cortés, lo que indica una intensidad baja de la emoción optimista.",DISCURSO_048_FR_036,Oposición política (la casta política) (contradestinatario),optimismo
Baja,"El discurso expresa una motivación suave y cortés, con un deseo de felicidad y un llamado a planificar en grande. No se utilizan adjetivos intensos ni verbos que indiquen una emoción fuerte; la expresión es amable y moderada, lo que sugiere una intensidad baja.",DISCURSO_048_FR_036,Oposición política (la casta política) (contradestinatario),motivación
Baja,"El discurso contiene una bendición general y una expresión de esperanza, pero no utiliza adverbios intensificadores ni un tono emocional fuerte. La frase se presenta de manera formal y colectiva, lo que sugiere una expresión de esperanza leve o moderada, por lo que se clasifica como baja intensidad.",DISCURSO_048_FR_037,Partido político de Javier Milei y su base electoral,hope
Alta,"La frase emplea un lenguaje explícito y directo de invocación divina, con expresiones como ""que dios los bendiga"" y ""las fuerzas del cielo nos acompañen"", que indican una manifestación fuerte y clara de fe. Este uso de términos religiosos y la intención de bendición sugieren una intensidad alta de la emoción de fe.",DISCURSO_048_FR_037,Partido político de Javier Milei y su base electoral,faith
Baja,"El discurso utiliza expresiones típicas de bendición y acompañamiento divino, sin adverbios ni intensificadores que aumenten la carga emocional. La frase se presenta de manera formal y convencional, lo que sugiere una sensación de tranquilidad y seguridad, pero sin un tono apasionado o intenso. Por lo tanto, la intensidad de la emoción de reassurance se considera baja.",DISCURSO_048_FR_037,Partido político de Javier Milei y su base electoral,reassurance
Baja,"El discurso presenta una bendición formal y cortés sin adverbios ni intensificadores que aumenten la carga emocional. La expresión ""que dios los bendiga"" y ""que las fuerzas del cielo nos acompañen"" son frases típicas de cortesía y respeto, pero no llevan un tono de exaltación ni de fervor que caracterizaría una gratitud de alta intensidad. Por lo tanto, la emoción de gratitud se infiere como de baja intensidad.",DISCURSO_048_FR_037,Partido político de Javier Milei y su base electoral,gratitude
Baja,"El discurso presenta una bendición y una expresión de esperanza de manera estándar y formal, sin adverbios ni intensificadores que aumenten la carga emocional. La frase se mantiene en un tono respetuoso y moderado, típico de un discurso público, lo que sugiere una intensidad emocional leve o sutil.",DISCURSO_048_FR_037,Público general argentino,hope
Alta,"La frase ""que dios los bendiga a cada uno de ustedes y a todos los argentinos, y que las fuerzas del cielo nos acompañen"" constituye una invocación directa y explícita de bendición divina, típica de expresiones de fe con fuerte carga emotiva. El uso de verbos imperativos y la referencia a fuerzas celestiales refuerzan la intensidad del sentimiento, lo que sugiere una manifestación de alta intensidad emocional.",DISCURSO_048_FR_037,Público general argentino,faith
Baja,"El discurso presenta una bendición formal y solemne dirigida al público general, sin usar adjetivos o intensificadores que aumenten la carga emocional. La expresión ""las fuerzas del cielo nos acompañen"" transmite una sensación de tranquilidad y apoyo, típica de la emoción de reassurance, pero de manera moderada y sin un tono apasionado o intenso. Por lo tanto, la intensidad se clasifica como baja.",DISCURSO_048_FR_037,Público general argentino,reassurance
Baja,"El discurso presenta una bendición formal y cortés, típica de contextos públicos y religiosos, sin elementos que indiquen una expresión emocional intensa. La frase se mantiene en un tono respetuoso y estándar, lo que sugiere una intensidad baja de la emoción de gratitud que se espera que el público sienta en respuesta.",DISCURSO_048_FR_037,Público general argentino,gratitude
Alta,"El discurso emplea expresiones de bendición divina y la presencia de fuerzas celestiales, lo que indica una manifestación fuerte y explícita de esperanza. La frase transmite un deseo vigoroso de bienestar y apoyo, característico de una emoción de alta intensidad.",DISCURSO_048_FR_037,Oposición política (la casta política),hope
Neutra/Ambivalente,"El discurso presenta una invocación de bendición que es formal y cortés, sin adverbios ni intensificadores que aumenten la carga emocional. La expresión de fe se mantiene en un tono estándar y no se percibe como una manifestación apasionada o extremadamente intensa, lo que sugiere una intensidad neutral o ambivalente.",DISCURSO_048_FR_037,Oposición política (la casta política),faith
Baja,"El discurso utiliza una expresión de bendición y acompañamiento que es típica de los saludos formales y no contiene adverbios ni intensificadores que aumenten la fuerza emocional. La frase transmite una sensación de tranquilidad y apoyo, pero de manera moderada y convencional, lo que sugiere una intensidad baja de la emoción de reassurance.",DISCURSO_048_FR_037,Oposición política (la casta política),reassurance
Baja,"El discurso presenta una bendición formal y cortés, típica de los discursos políticos. No se utilizan adjetivos ni adverbios que intensifiquen la emoción, y la expresión de gratitud se manifiesta de manera sutil y convencional, lo que sugiere una intensidad baja.",DISCURSO_048_FR_037,Oposición política (la casta política),gratitude
Alta,"El discurso utiliza exclamaciones y un tono celebratorio (“¡viva la patria!”), junto con la entrega simbólica de sables y medallas que refuerzan valores de orden, valor y gloria. Este contexto de reconocimiento y celebración genera un sentimiento de orgullo fuerte y claramente expresado, lo que indica una intensidad alta.",DISCURSO_048_FR_038,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
Alta,"La expresión ""¡viva la patria!"" y la exclamación de ""felicidades a todos"" indican una celebración entusiasta y emotiva. El uso de signos de exclamación y la referencia a la patria refuerzan la intensidad emocional, lo que sugiere una emoción de alegría de alta intensidad.",DISCURSO_048_FR_038,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),alegría
Alta,"El grito ""¡viva la patria!"" es una exclamación fuerte y directa que busca movilizar y unir a la audiencia en un contexto político. La expresión se presenta sin moderación, con un tono de celebración y orgullo nacional, lo que indica una emoción intensamente expresada y con alta carga motivacional dentro del discurso del partido político y su base electoral.",DISCURSO_048_FR_038,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),patriotismo
Alta,"El agradecimiento expresado con ""muchas gracias"" y la exclamación entusiasta ""¡viva la patria!"" indica una expresión fuerte y apasionada de gratitud, típica de discursos políticos donde se busca movilizar y motivar a la audiencia. La combinación de agradecimiento directo, felicitaciones y un llamado patriótico sugiere una intensidad alta de la emoción.",DISCURSO_048_FR_038,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),gratitud
Alta,"El discurso incluye expresiones de gratitud y felicitaciones combinadas con la exclamación ""¡viva la patria!"", lo cual indica un sentimiento de orgullo fuerte y celebratorio. La presencia de un tono festivo y la referencia a la patria en un contexto de graduación refuerzan la intensidad alta de la emoción.",DISCURSO_048_FR_038,Público general argentino (tipo: paradestinatario),orgullo
Alta,"El discurso incluye expresiones de gratitud, felicitaciones y un llamado patriótico con exclamación, lo cual indica una manifestación fuerte y entusiasta de alegría, caracterizando una intensidad alta.",DISCURSO_048_FR_038,Público general argentino (tipo: paradestinatario),alegría
Alta,"El grito ""¡viva la patria!"" es una expresión fuerte y explícita de patriotismo, típica de discursos que buscan inspirar orgullo nacional. La exclamación y el tono celebratorio indican una emoción intensamente expresada, por lo que se clasifica como alta intensidad.",DISCURSO_048_FR_038,Público general argentino (tipo: paradestinatario),patriotismo
Alta,"El discurso incluye expresiones fuertes de agradecimiento y entusiasmo, como ""muchas gracias"" y ""¡viva la patria!"", lo que indica una emoción de gratitud intensamente expresada.",DISCURSO_048_FR_038,Público general argentino (tipo: paradestinatario),gratitud
Baja,"El discurso presenta una expresión de gratitud y felicitaciones con un tono formal y cortés, sin usar adverbios ni verbos que intensifiquen la defensividad. La emoción identificada, defensividad, se manifiesta de manera sutil y no se percibe una fuerza expresiva elevada, lo que sugiere una intensidad baja.",DISCURSO_048_FR_038,Oposición política (la casta política) (tipo: contradestinatario),defensividad
Baja,"El discurso utiliza expresiones corteses y formales (“muchas gracias, felicidades a todos”) sin adverbios ni verbos que intensifiquen la emoción. La exclamación “¡viva la patria!” es un saludo típico y no indica un nivel elevado de resentimiento. En conjunto, la expresión de resentimiento parece leve y sutil, por lo que se clasifica como intensidad baja.",DISCURSO_048_FR_038,Oposición política (la casta política) (tipo: contradestinatario),resentimiento
Baja,"La expresión de gratitud ""también a todos aquellos que han venido a acompañarlos en esta inolvidable jornada"" es cortés y formal, sin uso de adverbios intensificadores ni exclamaciones que aumenten la fuerza emocional. Se trata de un agradecimiento respetuoso y moderado, típico de discursos formales, lo que sugiere una intensidad baja en la emoción de gratitud.",DISCURSO_048_FR_006,personas que acompañaron a los egresados,gratitud
Baja,"El discurso expresa orgullo de manera formal y estándar, usando frases como ""mis más sinceras felicitaciones"" sin recurrir a hipérboles ni adjetivos intensificadores. La expresión de orgullo es positiva pero no se presenta con un tono exaltado o apasionado, lo que indica una intensidad leve o moderada. Por lo tanto, la emoción de orgullo se infiere con una intensidad baja.",DISCURSO_048_FR_009,graduados,orgullo
Alta,"El discurso expresa felicitaciones ""más sinceras"", lo cual indica un reconocimiento fuerte y genuino. Además, el contexto de graduación y la culminación de la formación básica son eventos típicamente celebratorios que generan una emoción de felicidad intensa. La combinación de la expresión de reconocimiento sincero y el logro significativo sugiere una intensidad alta de la emoción identificada.",DISCURSO_048_FR_009,graduados,felicidad
Alta,"El discurso expresa una fuerte convicción con la frase ""no tengo duda"" y afirma que lograrán que todos los argentinos de bien se sientan orgullosos, lo que indica una expresión intensa de orgullo.",DISCURSO_048_FR_017,todos los argentinos de bien,orgullo
Alta,"La frase describe una realidad ""miserable"" impuesta por la casta política durante ""demasiado tiempo"", lo que indica una experiencia de sufrimiento prolongado y profundo. El uso de adjetivos negativos fuertes y la referencia a la imposición de una situación dura refuerzan la intensidad emocional de la miseria expresada.",DISCURSO_048_FR_019,todos los argentinos,miseria
Neutra/Ambivalente,"El discurso menciona que la sociedad mantiene un ""afecto persistente"" por las fuerzas armadas, lo cual indica una emoción continua pero no intensamente expresada. No se utilizan adverbios o adjetivos que aumenten la fuerza del sentimiento, por lo que la intensidad se interpreta como neutra o ambivalente.",DISCURSO_048_FR_022,la sociedad,afecto
Alta,"La frase expresa un cambio decisivo y positivo: ""dando vuelta esta triste página"" y ""comenzamos a escribir una nueva"" indican una actitud optimista fuerte. El uso de verbos activos y la afirmación de que las fuerzas reciben el respeto y reconocimiento que merecen refuerza la intensidad emocional, lo que sugiere una emoción de alta intensidad.",DISCURSO_048_FR_023,Gobierno,optimismo
Alta,"El discurso utiliza verbos fuertes como ""dando vuelta"" y ""comenzamos a escribir"", indicando una acción decisiva para dejar atrás la tristeza. La expresión de alivio se presenta de forma clara y con un tono positivo, lo que sugiere una intensidad alta.",DISCURSO_048_FR_023,Gobierno,alivio
Alta,"El discurso expresa un orgullo fuerte al afirmar que se está dando vuelta a una página triste y comenzando a escribir una nueva, con el reconocimiento y respeto que merecen las fuerzas armadas, lo que indica una emoción intensamente expresada.",DISCURSO_048_FR_023,Fuerzas Armadas,orgullo
Baja,"El discurso expresa esperanza de manera general y moderada, sin el uso de adverbios intensificadores ni verbos que sugieran una emoción extremadamente fuerte. La frase describe un cambio positivo y el reconocimiento de las fuerzas, pero lo hace con un tono calmado y esperanzador, lo que indica una intensidad baja de la emoción.",DISCURSO_048_FR_023,Sociedad,esperanza
Baja,"El discurso menciona un ""significado particular"" y que la nueva camada será testigo de algo inédito, pero no utiliza adjetivos o verbos de alta intensidad (por ejemplo, exclamaciones, superlativos o expresiones de euforia). La expresión de orgullo se presenta de manera formal y moderada, sin énfasis dramático, lo que sugiere una emoción leve o sutil.",DISCURSO_048_FR_025,egresados,orgullo
Neutra/Ambivalente,"El discurso expresa orgullo, pero sin adverbios o expresiones de intensidad extrema; la frase es formal y no utiliza exclamaciones ni hipérboles que indiquen una emoción muy fuerte. Por lo tanto, la intensidad percibida se ubica en un nivel neutro o ambivalente.",DISCURSO_048_FR_025,camaradas de mayor experiencia y rango,orgullo
Alta,"El discurso utiliza un lenguaje de exhortación y llamado a la acción, indicando que la memoria debe servir como un modelo a seguir que motive a los camaradas a dar lo mejor de sí en su servicio a la patria. La presencia de verbos imperativos y la intención de inspirar un esfuerzo máximo sugieren una emoción motivacional de alta intensidad.",DISCURSO_048_FR_029,camaradas de armas,motivación
Alta,"El discurso utiliza verbos de acción fuertes como ""motive"" y ""dar lo mejor"", y se dirige a nuevos oficiales con un llamado a la excelencia en el servicio a la patria, lo que indica una expresión motivacional intensa y enfática.",DISCURSO_048_FR_029,nuevos oficiales,motivación
Alta,"El presidente afirma que los nuevos oficiales pueden contar con la nación, lo que implica una fuerte sensación de seguridad y respaldo estatal, caracterizando una emoción intensamente expresada.",DISCURSO_048_FR_031,nuevos oficiales,seguridad
Baja,"El enunciado emplea el verbo modal ""espero"", que indica una expectativa suave y no una manifestación fuerte de orgullo. No aparecen adverbios o adjetivos intensificadores que aumenten la fuerza emocional. Por lo tanto, la emoción de orgullo se percibe como leve o sutil, lo que corresponde a una intensidad baja.",DISCURSO_048_FR_034,hombres y mujeres de nuestras fuerzas armadas,orgullo
Baja,"La frase expresa un deseo de felicidad de manera cortés y sin énfasis emocional fuerte. No se utilizan adjetivos intensos, exclamaciones ni verbos que sugieran una emoción muy intensa. Por lo tanto, la intensidad de la emoción de felicidad se considera baja.",DISCURSO_048_FR_036,graduados,felicidad
Baja,"La frase expresa un deseo amable y cortés de felicidad, sin adjetivos intensificadores ni expresiones de euforia. Se trata de una expresión de felicidad leve y cotidiana, típica de un saludo festivo, lo que indica una intensidad baja.",DISCURSO_048_FR_036,familias de los oficiales,felicidad
Alta,"El uso de la exclamación ""¡viva la patria!"" junto con expresiones de agradecimiento y felicitaciones indica un sentimiento de orgullo nacional expresado de manera entusiasta y celebratoria, lo que sugiere una intensidad alta de la emoción.",DISCURSO_048_FR_038,la patria,orgullo
